author_username,created_at,impression_count,like_count,reply_count,retweet_count,text
ptr_dvd,1731272067,1174,4,0,0,@yes_no_maby_yes ❤️
ptr_dvd,1731316883,5526,236,25,16,נתניהו צודק
ptr_dvd,1731325230,221,2,1,0,"@avichaifalach אראלים אביחי, אראלים"
ptr_dvd,1731391996,2165,156,1,0,אז יאמרו בגויים הגדיל ה' לעשות עם אלה מגיע קודם ליהודים שאומרים הגדיל ה' לעשות עמנו.
ptr_dvd,1731394478,39337,1387,94,287,"למיטב הבנתי אלו העובדות על פי הפרסומים (בערבון מוגבל) - 
אין חשד לגניבת מסמכים בפרשת ההדלפה.
אז מה יש בעצם?
יש קצין שהמסמכים היו על שולחנו במסגרת מילוי תפקידו בלי לבצע שום פעולה אסורה.
אותו קצין חשב שטובת המדינה היא שהמידע יגיע לידיעת רה""מ.
המידע הועבר ללשכת רה""מ.
המידע הועבר לאיש קשר בלשכת רה""מ, פלדשטיין, שעסק בתחומי הביטחון.
המידע פורסם בעיתון זר.
---
מבחינה משפטית יש כאן שתי הערות:
נראה שבדיעבד במסגרת החקירה התברר שיש בעיה ביורוקרטית עם העסקתו של אותו פלדשטיין (עניין שולי וזניח ביחס לווליום של הפרשה).
אבל חשוב מכך, משום מה לא מציינים בתקשורת שחוק השב""כ מסמיך את רה""מ להתיר פרסומו של מידע האסור בפרסום.
הרציונל הוא בדיוק הגמישות שנדרשת בתפקיד לצרכי דיפלומטיה, לוחמה פסיכולוגית בינ""ל והשפעות שונות על גורמים שונים.
ממילא, הדרישה מרה""מ בסיטואציה דיפלומטית מורכבת, ובשעת מלחמה, ""לצאת מהארון"" ולהצהיר כי הוא הורה על הדלפת המידע היא אווילות, או יותר נכון רשעות, של ביורוקרטים ברשויות אכיפת החוק.
זה עניין שאסור היה, מלכתחילה, לגעת בו.
אם מערכת הביטחון סבורה שהיה כאן סיכון של חשיפת מקורות, היה צריך להציף את זה מול רה""מ - בדיוק כמו שעשו בהדלפה הרגישה שאירעה תחת בנט. ובדיוק כמו שהיה אצל כל ראש ממשלה בעבר. זה לא עניין לחדרי חקירות.
על האירוע המשונה הזה אנשים נמצאים במרתפי השב""כ שבועות ארוכים משל היו מחבלים, ובמשך תקופה ארוכה אף נשללה מהם זכות היוועצות עם עו""ד.
ההתנהלות הזו חושפת, בעיקר, עד כמה מערכת הביטחון רוצה לשים תג מחיר על מי שמחליט לעשות מעשה ולהעלות לראש הממשלה עם מידע שלדעתו חיוני שיובא לידיעתו.
אני רק מזכיר שבעשורים הראשונים למדינה אנשים רבים פשוט דפקו על דלתו של ראש הממשלה או הרימו לו טלפון.
היום, בעיני ביורוקרטים שיושבים מאחורי מראות חד צדדיות, העברת מידע לרה""מ היא כמעט בגדר העברת מידע לגורם זר.
מישהו כאן הלך לאיבוד.
והתקשורת לא עוצרת לרגע ותוהה מה לעזאזל קורה כאן.
כלב השמירה של הדמוקרטיה נובח על האזרחים.
בלתי נתפס."
ptr_dvd,1731398110,821,114,2,1,@ManMaan321 זה שאצלך הכל פרסונלי לא אומר שאתה צריך להשליך את זה על הזולת
ptr_dvd,1731397776,2777,227,8,0,@ManMaan321 ברור. מה השאלה בכלל אני לא מצליח להבין.
ptr_dvd,1731399172,334,6,0,0,@avichaifalach מניטו קרא לזה קינאה יהודית ברגש הדתי שנחווה על ידי הגויים באמצעות חפצים.
ptr_dvd,1731398843,2527,423,9,8,@KnessetT @Israel_katz @netanyahu לא יאמן הסגנון של הערוץ הזה. למה אני משלם על זה?
ptr_dvd,1731483655,9677,644,50,44,"רציתי לומר שזה בלתי נתפס ואפילו מבהיל שמדובר במשפטן, ועוד אחד שעמד בראש התביעה - אבל אז נזכרתי שעסקינן במשפטן ישראלי.
אז בעצם זה דווקא הגיוני לגמרי."
ptr_dvd,1731519851,11841,678,44,88,מפחיד https://t.co/9vCRcCtQjt
ptr_dvd,1731503826,1873,54,4,1,יש בזה הרבה אמת
ptr_dvd,1731503584,0,0,0,73368,RT @elonmusk: This is unacceptable. Do the people of Italy live in a democracy or does an unelected autocracy make the decisions?
ptr_dvd,1731477978,5052,217,10,6,"נכון מאוד.
זהו החסד של חירות פוליטית אזרחית.
הפלירטוט הישראלי עם סינדול, הגבלה ודיכוי הזכויות הפוליטיות זה אירוע מסוכן מאוד לחברה שלנו והוא מוביל, חס ושלום, במורד הדרך לחיכוך נורא.
שלא נדע."
ptr_dvd,1731439292,5340,215,9,16,"תחליפו בכל מקום את ""האינטרס הציבורי"" ב""רצון האל"", אין שום הבדל.
כוהנים עם גלימות מסווים את שיקוליהם בערך חיצוני שהם מתיימרים להיות ככלי ריקן, כצינור, לתיווכו לקהל.
בכך נמנע כל דיון רציני במדיניות ובשיקולים לגופם.
ההרגלים משתרשים ונוצר ניוון תרבותי.
חפני ופנחס נועצים מזלגות בבשר. https://t.co/OutPfhOo5O"
ptr_dvd,1731528961,294,11,0,0,@AyeletLash נכון
ptr_dvd,1731501391,32,0,1,0,@shorzoem לא דיברתי על בגץ הסבירות אלא על בגץ הנבצרות
ptr_dvd,1731499786,137,5,1,0,"@yes_no_maby_yes אח יקר זה מזכיר לי את הדיונים האם להמשיך לקרוא לרב שסרח ""רב"".
בעיני יש ערך דידקטי שהציבור ידע שיש משפטנים כאלה ויש רבנים כאלה.
החיים מורכבים."
ptr_dvd,1731499734,108,7,1,0,"@shorzoem אריה היקר, עצם הפלירטוט עם הרעיון הזה, והלגיטימציה שבית המשפט העליון נתן לו עת פסל חוק יסוד שנגע בנושא - מהווה פגיעה קשה מאוד בחיים הדמוקרטיים שלנו.
כל כמה חודשים מוגשת עתירת נבצרות חדשה והנגיף התודעתי שכולל את הרעיון להדיח ראש ממשלה שלא באמצעות הפרלמנט מכרסם בנו מכל עבר."
ptr_dvd,1731325655,156,1,1,0,"@avichaifalach וּבְנָיָהוּ בֶן יְהוֹיָדָע בֶּן אִישׁ חי [חַיִל] רַב פְּעָלִים מִקַּבְצְאֵל הוּא הִכָּה אֵת שְׁנֵי אֲרִאֵל מוֹאָב.
""אראל-דודה"" וכו'"
ptr_dvd,1731579729,356,2,0,0,@avichaifalach ענק
ptr_dvd,1731589906,7437,579,15,28,"זה הפרומו בערוץ 12 לכתבה על שר בממשלת ישראל, רון דרמר.
הוא מתואר כ""איש הצללים"" שאיש לא יודע על קיומו, והפרומו מלא בתמונות מטושטשות.
מוצג כחשיפה ראשונה על דמות מיסתורית שנמצאת בקבינט ואיש לא ידע.
רמה של צהובון בריטי סטייל ""לא תאמינו מי נגס בישבנה של כוכבת הריאליטי!!!"".
תת רמה."
ptr_dvd,1731609493,3471,204,4,22,"רמת חוסר המחויבות של הארגון הזה להגינות בסיסית היא פשוט בלתי נתפסת.
העובדות: לפני למעלה מ-4 שנים נתניהו חתם על תצהיר שקובע כי הנכס שייך למדינה.
הנכס נרשם טכנית בתקופתו כשגריר באו""ם ומאז ומתמיד שימש את מדינת ישראל.
הסיבה לרישום האישי, כמו גם לעיכוב בשינויו הרישום נעוצה בכלל בטיב ההתאגדות של יתר בעלי הדירות בנכס (ראו מטה).
נתניהו מעולם לא טען לבעלות והיה ברור לכולם כולל כולם שזה נכס של המדינה.
אבל למה לא לצרף אילוסטרציית AI של נתניהו צוחק כמו נבל בסרט ולגייס מימון לעמותה ממוכי רל""בת.
זיהום של השיח הציבורי."
ptr_dvd,1731616836,25440,1772,120,214,"אין שום דמוקרטיה על פני כדור הארץ שבה יועץ משפטי יכול לומר לראש הממשלה שהוא צריך לפטר שר.
חשוב להבין, מי שנפגע פה זה לא השר, אלא כולנו.
זה בכלל לא משנה מה שמתם בקלפי, אם אין לכם כבוד לזכויות הפוליטיות של חבריכם האזרחים אתם לא דמוקרטים."
ptr_dvd,1731666122,6821,719,44,34,@gantzbe @CPundak למה אתה לא עשית זאת כשר ביטחון?
ptr_dvd,1731667213,636,39,5,2,"@shaharsm @gantzbe @CPundak זה לא וואטאבאוטיזם. זה לב העניין.
גם את תוציא טריליארד צווי גיוס החרדים לא פשוט יתגייסו למחרת. בגלל זה גנץ לא הוציא את כל צווי הגיוס, כי הוא ידע שזה לא יעזור.
 זה אירוע חברתי שצריך להניע בשינוי מוחלט של התמריצים ולא בפופוליזם."
ptr_dvd,1731669613,2229,140,2,8,גיבור ישראל
ptr_dvd,1731827931,18227,701,64,116,"על פי הפרסומים בכוונת פרקליט המדינה להגיש כתב אישום נגד הקצין מפרשת מסמכי סינוואר לפי ס' 112(א) לחוק העונשין - ""מסירת ידיעה סודית"".
בואו ננתח את הסעיף בחוק:  ""מי שמסר ידיעה והתכוון לפגוע בבטחון המדינה, דינו -  מאסר חמש-עשרה שנים"".
א. האם נמסרה ידיעה?
טכנית כנראה ברור שכן.
אבל האם ""נמסרה ידיעה"" במובן המשפטי? כלומר הוצאה מתחומי המוסמכים לכך? נדמה שלא יהיה קשה לסנגור לתקוף כבר כאן.
וכי זה לא אבסורד לטעון שקצין צה""ל שמעביר מידע ללשכת רה""מ ""מוסר ידיעה סודית"", משל היה רה""מ גורם זר?
ב. האם הקצין מוסמך למסור מידע אל מחוץ למערכת?
נראה שברור שהתשובה לכך היא שלילית.
אבל איך אפשר לבסס את הטענה שקצין לא מוסמך להעביר מידע לרה""מ? גם כאן יהיה להגנה מקום טוב להתבצרות.
ג. האם הייתה כוונה לפגוע בביטחון המדינה?
ברור לא.
אבל מבחינה משפטית דיי בכך שהיה ניתן לצפות שתהיה פגיעה כדי להגדיר זאת כוונה. האם מי שמוסר מידע לרה""מ צפה, או היה צריך לצפות, שתהיה פגיעה בביטחון המדינה? ולא שזה הקריטריון המשפטי, אבל למה מלכתחילה להיכנע לנרטיב שהייתה בכלל פגיעה בביטחון המדינה? גם כאן יש קרקע יציבה למתקפה נגדית מצד ההגנה.
ד. נחזור רגע להגדרה בחוק של מהי ידיעה סודית: 
""בסעיף זה, ""ידיעה סודית"" - ידיעה אשר ביטחון המדינה מחייב לשמרה בסוד, או ידיעה הנוגעת לסוג ענינים שהממשלה, באישור ועדת החוץ והבטחון של הכנסת, הכריזה, בצו שפורסם ברשומות, כי הם ענינים סודיים;""
כלומר ברור שלא רק שהממשלה אינה גורם זר שניתן בכלל, מבחינה משפטית, ""למסור לו"" (במובן של מסירה החוצה), אלא שהממשלה היא הגורם העליון שמגדיר מלכתחילה מה סודי ומה לא.
קרי - הכל תחת מרותה.
ה. נקודה נוספת - היות שחוק השב""כ מתיר במפורש לרה""מ לחשוף/להדליף את מה שלבו חפץ זה ממילא משליך גם על המצב המשפטי של הקצין שמוסר לו. כלומר המחוקק במפורש החריג את רה""מ מהכללים ה""רגילים"" בהיבטים של סודיות.
---
נדמה שאין ולו יסוד אחד מיסודות העבירות שאינו רעוע ביותר, לשון עדינה.
זה לחלוטין לא ברור, לפחות מהמידע שהתפרסם, איך מתכוונים להגיע כאן להרשעה. ובצורה פשוטה וישירה יותר - מדובר בפארסה מוחלטת.
רה""מ יכול לדרוש, ולקבל, כל מידע שהוא רק רוצה מכל זרוע מזרועות מערכת הביטחון.
וזה צריך להיות המצב בכל דמוקרטיה מתפקדמת.
מי שלא מוסר לרה""מ מידע שהיה צריך להימסר לו עובר עבירות ביטחון, אולי מהחמורות ביותר בספר החוקים.
הקצין הזה צריך לקבל צל""ש וצריכה להיפתח חקירה מדוע מידע קריטי ביחס לאסטרטגיה של האויב בנוגע למו""מ לא הגיע ללשכת רה""מ.
אגב החשיבות של דילוג למעלה בדרגות כשאיש צבא חושב שיש לכך הצדקה הוא המסקנה הקבועה אחרי כל אסון, מצ'רנוביל ועד מלחמת יום הכיפורים.
מוסרית, בעיני, הקצין העצור נמצא מאה דרגות מעל תובעיו.
אירוע שמבטא בלבול עמוק."
ptr_dvd,1731829360,1288,23,1,0,@Yishai_2 צריך להסתכל על הטרמינולוגיה של סימן ד' כולו כדי לפרש את העבירה.
ptr_dvd,1731830948,781,54,3,3,"אני רואה שהציבור מתפלא, אז אולי כדאי לציין ששבוע שעבר התקיים דיון בבג""ץ שהגישו מפלגת העבודה והתנועה לאיכות השלטון נגד שמ""ל רישיונות הנשק שהוקם לאחר הטבח.
הדיון התקיים בזמן שהיועצת סירבה אפילו להחליט האם היא מאשרת ייצוג נפרד והיא סירבה, עד כה, להגיד תגובה בתיק.
אני חוזר שנית - התקיים דיון, בלי שיש עמדת מדינה בתיק ובלי שיש אפילו את עמדת השר הרלוונטי בתיק.
בית המשפט כבר הוציא החלטה שמסמנת את מסקנתו המשפטית."
ptr_dvd,1731831577,3576,170,1,20,"אני רואה שהציבור מתפלא, אז אולי כדאי לציין ששבוע שעבר התקיים דיון בבג""ץ שהגישו מפלגת העבודה והתנועה לאיכות השלטון נגד חמ""ל רישיונות הנשק שהוקם לאחר הטבח.
הדיון התקיים בזמן שהיועצת סירבה אפילו להחליט האם היא מאשרת ייצוג נפרד והיא סירבה, עד כה, להגיד תגובה בתיק.
אני חוזר שנית - התקיים דיון, בלי שיש עמדת מדינה בתיק ובלי שיש אפילו את עמדת השר הרלוונטי בתיק.
בית המשפט כבר הוציא החלטה שמסמנת את מסקנתו המשפטית."
ptr_dvd,1731873698,5150,287,5,28,"איך אחרי הדברים של החוקר לפרוטוקול עדיין מתקדמים לכתב אישום?
תמוה ביותר.
אגב מי שקרא כאן את הניתוח שלי לאירוע לא מופתע מהדברים של החוקר."
ptr_dvd,1731866533,265,4,6,0,"@amirtibon @YakiAdamker אנשים פה קוברים את הילדים שלהם במלחמה להבסת האויב ולהשבת החטופים ואתה אומר שלא עושים דבר.
תתבייש."
ptr_dvd,1731914378,45709,1317,91,174,"למה כל כך מעט אנשים באמת מכירים את פרשת קו 300?
ולא אני לא מדבר על המיסגור שמכרו לכם על כך שהפרשה היא חיסולם של מחבלים, אלא על התגייסות השב""כ להפליל במודע (כולל זיוף פתולוגיה) את מי שהיה קצין חי""ר וצנחנים ראשי, לא פחות, במסגרת קרבות האגו של הבכירים.
ועל איך פיטרו מהרגע להרגע את היועמ""ש זמיר ועל איך  עשו שימוש בחנינות להשתקת הפרשה.
היה זה אחד האירועים הדרמטיים בתולדות המדינה ומה שנשאר מזה בזיכרון הקולקטיבי זה שחיסלו מחבלים שנלכדו חיים והסתירו את זה.
בכל פעם שיצא לי לגעת בנושא עם סטודנטים הלסתות שלהם נשמטו.
מאחורי הזיכרון הקולקטיבי יש אינטרס.
תמיד."
ptr_dvd,1731921746,8223,400,4,41,"דוגמה נהדרת להלך הרוח ההיסטרי, הלא בשל והלא רציני בשמאל.
כל כך הרבה כשלים לוגיים ורוח אנטי-דמוקרטית שבאמת צריך לעקוב עם דף ועט כדי לא לאבד נקודות.
א. ורטהיים מציג את פרישתם של חברי מועצת תאגיד השידור לאחר שנים כאירוע ראוי לציון, בעוד שמדובר באירוע שגרתי לחלוטין.
ב. השר קרעי מינה את כל מי שהיה צריך למנות כדי למלא את שורות מועצת התאגיד.
ג. ורטהיים בז לשופט אותו מינה קרעי (ולמה מלכתחילה צריך שופט בפוזיציה הזו? למחוקק הפתרונים).
ד. ורטהיים מקווה שבג""ץ יבלום את המינוי בלי שום עילה בחוק.
ה. ורטהיים זועק למה הכל תקוע ממש בזמן שהוא מקווה שבג""ץ ימשיך לתקוע את המינויים.
ו. זעקת געוואלד מלא הגרון - המדינה מתפרקת, בעוד שלא אירע דבר. ממש לא אירע דבר.
ז. אגב אפילו אם היו סוגרים את התאגיד AS IS לא הייתה ""מתפרקת המדינה"". להפך, רק טוב היה צומח מסגירה מוחלטת של תאגיד השידור הציבורי במתכונתו הנוכחית. את התמיכה ביצירות מקור, אם מעוניינים בכך, אפשר לעשות דרך תקציב התרבות."
ptr_dvd,1731921112,3523,216,1,1,@ArielKarlinsky בעיקר מצחיק שאתה מתדיין מול עמדות שאתה ממציא.
ptr_dvd,1731938321,6730,605,17,50,"אתה פשוט מטעה את הציבור.
נתחיל בזה שבכלל לא נכחת בדיונים בבג""ץ עד כה.
בינתיים, כפי שעלה בדיונים במפורש, כל הבדיקות של המשטרה והפרקליטות מצאו שחלוקת הנשק הייתה בהתאם לקריטריונים בחוק.
יש עתירה תלויה ועומדת ביחס לטענות מנהליות בנוגע לשאלת הסמכת מי שאינם עובדי מדינה בשעת חירום.
אגב אין שום אפשרות להתקדם בדיון בבג""ץ כי אין אפילו תגובת יועצת בתיק שלא לדבר על אישור ייצוג נפרד.
אבל אתה בקמפיין ולמי איכפת מהעובדות."
ptr_dvd,1731946033,1316,17,4,1,"@HanaWeizer אין פה משטר נשיאותי, לטוב ולרע"
ptr_dvd,1731946785,565,14,5,1,"@HanaWeizer אי אפשר להתעלם מהחולשה המוסדית של הרשות המבצעת שלנו. לא אומר שזה לא אפשרי, זה בוודאי אפשרי, אבל צריך להכיר באתגרים."
ptr_dvd,1731948875,300,1,1,0,@HanaWeizer https://t.co/mU2BNGgYQW
ptr_dvd,1732004055,4436,321,17,19,"בחירת תובע כללי בבחירות כלליות עם קמפיין ושלטי חוצות זה מודל אפשרי בהחלט שעובד לדוג' במדינות ארה""ב.
יש בו גם היגיון רב, מדיניות התביעה היא מדיניות ככל מדיניות ויש לציבור את הזכות להשפיע עליה.
מה חשוב יותר? מיגור עבירה X או מאבק בתופעה Y?
מי יחליט? למה הוא?
יש לשאלות הללו רק תשובה אחת, האזרחים בעלי הזכויות הפוליטיות.
לא יכול להיות שיגישו במדינה דמוקרטית כתבי אישום בשם המדינה ואין לאזרחים שום מילה בעיצוב מדיניות התביעה.
יתירה מכך, הרצון של התובע הכללי לקבל לגיטימציה ציבורית בהכרח יוביל אותו להתכתב עם אינטרסים רחבים יותר מאשר אלו של גופי האכיפה.
אלא שהמקרה הישראלי, בו מוסד התובע הכללי הוא גם היועץ המשפטי לממשלה, עמדתו זוכה למעמד מיוחד, יש לו מונופול על הייצוג, הוא מקור עצמאי לייצור נורמות חדשות (מנהליות ופליליות) ממש יש מאין, יש מאזן אימה שמונע את פיטוריו - וכעת יש קמפיין שלטי חוצות למענו, זה בהחלט משהו חריג ביותר, פנטסטי כמעט ומבהיל."
ptr_dvd,1732004306,526,11,2,0,"@slowphoton1 לא חסרות פרשות שנזרקו במכוון לתהום השיכחה.
קמאל קנג' כקלף מול הסורים, או פרשת ה""פיגוע"" במלון בי סנטר ועוד ועוד."
ptr_dvd,1732021551,24179,875,121,124,"בבסיס שכוח אל, בחדר צדדי וצפוף חיילת מחזיקה בידיה מידע.
בעיני הקצינים הוא ""לא מייצג"" והוא ""אנומליה בגרפים"" שצריך לקזז החוצה ובכלל - הדרג המדיני עלול לקבל את התמונה הלא נכונה.
אבל המחשבה שהמידע יכול למנוע את האסון הבא מבעבעת בתוכה.
מה היועצת, רונן בר והרצי הלוי משדרים לה כעת?"
ptr_dvd,1732043111,23312,723,95,84,"אם היה פה שיח ענייני אז היו מדגישים שעצם הידיעה של רהמ היא הנק' שיוצרת דה-קרימינליזציה של כל הפרשה.
אין שום מסירה מצד החייל לגורם לא מוסמך.
יש שרשרת מסירה עד רהמ.
וההדלפה לעיתון זר כלל לא בוצעה בניגוד לחוק כי החוק מסמיך את רהמ בעניין הזה.
אבל הכי חשוב להמשיך בנימה הדרמטית כאילו נחשף כאן משהו אפל.
וכל זה מפי עיתונאים שחיים יום יום מהדלפות בלתי חוקיות בעליל.
המלך הוא עירום!
פארסה."
ptr_dvd,1732117366,5641,382,16,40,"אני רואה מספר עיתונאים שמדווחים בנימה מבודחת על ההתארגות לשם טרור אידאולוגי של תא""ל במיל' עופר דורון.
אין זו הפעם הראשונה, כמובן, שמתייחסים כאן בקלות ראש לטרור האדום.
רק לפני כמה שנים חבר קיבוץ מרום גולן, בן 69, הניח מטעני חבלה בבתי דין רבניים כדי להילחם ב""הדתה"", העניין בקושי דווח בתקשורת ופשוט לא נמצא ברדאר של המודעות הציבורית.
כמה קשב מקדישה המחלקה היהודית בשב""כ לנושא?"
ptr_dvd,1732166854,1571,62,3,7,"כה אמר מו""ר ואלרי לגאסוב זצ""ל (גיבור צ'רנוביל):
""כל שקר יוצר חוב לאמת.
חוב זה, במוקדם או במאוחר, ייפרע"". https://t.co/kkWdfUgLX6"
ptr_dvd,1732176491,22622,1009,55,192,"משפטני המחאה, דוגמת פרופ' סוזי נבות, טוענים שלא ניתן, מבחינה משפטית, לפטר את היועצת המשפטית לממשלה מחמת הסדר ניגוד העניינים של רה""מ, האומנם?
וכן כמה מילים על למה בקצב הזה כולנו נימחץ על הגדרות.
[כל זאת, הפעם, מבלי להיכנס לדיון לגופו במקרה זה]
---
ראשית, רה""מ אכן לא יכול לפטר יועמ""ש, מעולם לא היה יכול.
הגורם הרלוונטי הוא הממשלה, שהיא הרשות המבצעת של מדינת ישראל ולא רה""מ. והיא ודאי יכולה.
כך שכבר בנק' ההתחלה של הדיון מבינים את עומק ההטעיה של משפטני המחאה, ורבים מאנשי התקשורת המשפטית.
לממשלה, כגוף, אין שום הסדר ניגוד עניינים, ולא יכול להיות הסדר שכזה.
הממשלה היא הרשות המבצעת של מדינת ישראל כפי שמורה חוק יסוד הממשלה.
שנית, בכל שיטות המשפט המערביות ישנו חריג לכללי ניגוד העניינים בשם ""כלל הצורך"".
כלל הצורך זה מקרה שבו אין גורם אחר או גורם גבוה יותר שיקבל את ההחלטה. במקרה כזה ""זה מה יש"" וזהו.
כך לדוגמא ביהמ""ש העליון הישראלי דן בעתירה אשר נגעה לשכר השופטים בישראל (בג""ץ 3262/95), וכך קבע שם הש' אור:
""אין הצדקה ששופטים יימנעו מלדון בסכסוך המובא לפניהם רק משום שיש לו נגיעה לשכרם. מכוח הכלל בדבר צורך  (The Rule of Necessity) נדרש בית המשפט לעתים לדון בעניין המובא לפניו, אף שהוא נמצא במצב של ניגוד עניינים..."".
לפיכך, פשוט וברור כי אין שום גורם אחר או גבוה יותר שיכול לדון בסוגיה הזו.
וכך גם פסק הש' סולברג בעתירה הנוגעת לשכר העוזרים המשפטיים(3758/17):
""הואיל וכלל שופטי בית המשפט העליון נוגעים בדבר באותה מידה, הרי שעל-פי 'כלל ההכרח' (The Necessity Rule) בדלית ברירה, מוסמכים כל שופטי בית המשפט לדון בעניין"".
לאור זאת ישנו קושי משפטי של ממש, שלא לומר מניעה משפטית, בעצם ההחלה של הסדר ניגוד העניינים על רה""מ במובן שבו הייעוץ המשפטי לממשלה מחיל אותו.
האם זה בכלל מתקבל על הדעת שרה""מ לא ידון בשאלת כהונתו של היועץ המשפטי לממשלה?
שלישית, מי מפרש את הסדר ניגוד העניינים הדרקוני בעניין זה על רה""מ אם לא מושא הפיטורים הפוטנציאליים - היועצת המשפטית לממשלה שהיא גם התובעת במשפטו, האם זה לא ניגוד עניינים? אלא שכלל הצורך, ונו אז ממילא - כלל הצורך.
רביעית, הסדר ניגוד עניינים מנהלי אינו זהה למתחם הפלילי של ניגוד עניינים. קצרה היריעה מלהיכנס לפער בין המישור המנהלי למישור הפלילי, אבל פשוט נאמר כאן שלכולי עלמא הדברים רחוקים זה מזה.
חמישית, אין שום דמוקרטיה מתודעת שבה בכלל עולה המחשבה כאילו לא ניתן לפטר יועץ משפטי לממשלה.
חייבים לגדוע את המחשבה שניתן להשאיר ממשלה נבחרת עם אפוטרופוס שיחליט אילו פעולות מפעולות החסוי הוא יאשר ואילו לא יאשר.
שישית, ממליץ למעריצי היועצת להרהר בשאלה מה הייתה עמדתם עם היועץ המשפטי לממשלה היה, לדוג', יורם שפטל. כללי משחק קובעים לא לפי שחקנים ולא לפי אהדת קבוצות.
שביעית, שלטון החוק הוא המפתח לחירות אזרחית. האופן בו ניתן לפטר יועמ""ש מעוגנת בהחלטת ממשלה מפורטת שנקבעה לאחר פרשת בר און-חברון. מי שרוצה לשנות זאת, מוזמן. אבל זה המצב הנורמטיבי המחייב בישראל. אי אפשר להתחמק מזה רק כי מישהו נורא אוהב את עמדות היועצת.
שמינית, האיום על רה""מ בנבצרות הוא איום בהפיכה. משל למה הדבר דומה? לרמטכ""ל שהיה רומז לממשלה שאם כהונתו לא תוארך הוא יטיל פצצה על הרצליה. או משל לילד שרוצה לחזור הביתה מבילוי אחרי השעה שנקבעה לו, ואם האמא מסרבת הוא הולך למטבח שולף סכין, מצמיד לצווארה ושואל שוב.
אפשר לחזור למצב הטבע והחזק ינצח, אבל בחרנו לבנות ציביליזציה שתאפשר חירות פוליטית לפרטים.
המסקנה מההיסטוריה היא שאין שום ""טוב כפוי"" שמביא לשגשוג גדול יותר מאשר חירות אזרחית.
זה נבנה בעמל רב, וצריך להעריך את מה שבידינו.
עלינו לסמן ולהוקיע את מי שמפר את הסדר החברתי בשקרים, אלימות ואיומים.
חברים, התרבות הדמוקרטית שלנו במשבר חמור ביותר, וחובתנו האזרחית לעמוד על כללי המשחק לפני שכולנו נידחק ונימחץ על הגדרות בכאוס שיווצר.
וזה לא משנה אם יש לך חולצה צהובה או אדומה, זה עניין של תבונה ביחס לשאלה לאן הכאוס הזה מוביל."
ptr_dvd,1732174139,133,3,1,0,@Yishai_2 לא חכמה גדולה להבין את זה שנים אחרי כולם ורק כשפוגעים לך באגו
ptr_dvd,1732173699,229,3,1,0,@Yishai_2 להיעלב כשפוגעים בך זה לא לקבל שכל
ptr_dvd,1732184323,1128,179,0,10,"@WeinsteinAzriel ממש לא. פשוט כי אין לה סמכות חוקית שכזו.
זה משהו ששוכחים כאן משום מה, שרשות צריכה הסמכה חוקית."
ptr_dvd,1732184093,746,67,1,0,@shorzoem בוא נסכים שלא לערבב בין המישורים. ואחריותם של משפטנים לעמוד על הבדל זה ולא לפעול במלוא המרץ לטשטושו.
ptr_dvd,1732049676,0,0,0,35,"RT @avishaigrinzaig: היועמ״שית יורדת מהעץ: מודיעה שאפשר למנות את נציב שירות המדינה כפי שמונו קודמיו ללא ועדת איתור.

בחודש יוני כתבה בהרב מ…"
ptr_dvd,1731959707,1,0,0,55,"RT @i24NEWS_HE: השופט אשר קוּלה בריאיון פרישה בלעדי - 

סגן נשיא בית המשפט המחוזי בנצרת, והאיש שזיכה את זדורוב בשיחה עם פרשננו המשפטי אבישי…"
ptr_dvd,1731950882,0,0,0,32,"RT @ShimonNataf: הסנקציות על אמנה חושפות את הסיפור האמיתי פה: הדמוקרטים מעוניינים בהקמת מדינה פלסטינית, ורואים בהתנחלויות - בכל ההתנחלויות…"
ptr_dvd,1731929924,1,0,0,18,"RT @droreydar: זו הידיעה החשובה ביותר אתמול והיום. חבל שהישראלים מתעסקים רק בנושאים שנטחנו לעייפה, ולא בנושא הנוגע ל-1.2 מיליארד מאמינים וע…"
ptr_dvd,1732185912,117,9,1,0,"@shorzoem אתה יודע הרי שלא דיברתי עליך, ולמעשה כל הציוץ שלי עוסק בחשיבות ההבחנה בין המישורים.
אעיר שהייתי נזהר, מאוד, מלהקביל בין הכלים הפרשניים והפסיקתיים של התורה לאלו של המשפט הישראלי במדינה דמוקרטית."
ptr_dvd,1732204740,97,19,0,0,"@galgal250 בארה""ב התמודד לנשיאות אסיר מתוך התא שלו בכלא.
אין חובה להיות בור, הידע שם בחוץ."
